semantic_object,object_vlm_type,material_id,canonical_name,candidate_vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000,sampling_policy
table_desk_counter,hard_furniture,ptb_1052_deweton_akustikplatten_typ_a_helmholtzresonat,"Deweton Akustikplatten Typ A (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, jede 2. Röhre geschlitzt. Montage: Schrauben oder Nageln durch di",hard_furniture,perforated_panel_absorber,absorptive,0.5,0.615,ptb,"PTB No. 1052: Deweton Akustikplatten Typ A (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, jede 2. Röhre geschlitzt. Montage: Schrauben oder Nageln durch di",0.1,0.3,0.45,0.4,0.65,0.58,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1054_deweton_akustikplatten_typ_d_helmholtzresonat,"Deweton Akustikplatten Typ D (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, zusätzliche Schlitze auf der Plattenrückseite, ohne Hinterfütteru",hard_furniture,perforated_panel_absorber,absorptive,0.5967,0.83,ptb,"PTB No. 1054: Deweton Akustikplatten Typ D (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, zusätzliche Schlitze auf der Plattenrückseite, ohne Hinterfütteru",0.23,0.18,0.23,0.53,1.0,0.63,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1055_deweton_akustikplatten_typ_d_helmholtzresonat,"Deweton Akustikplatten Typ D (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, zusätzliche Schlitze auf der Plattenrückseite, ohne Hinterfütteru",hard_furniture,perforated_panel_absorber,absorptive,0.5967,0.68,ptb,"PTB No. 1055: Deweton Akustikplatten Typ D (Helmholtzresonator), Sichtseitige Schlitze 4 mm breit im Abstand von 34 mm. Die Schlitze erweitern sich in der Platte zu einer Röhre von ca. 12 mm Durchmesser, zusätzliche Schlitze auf der Plattenrückseite, ohne Hinterfütteru",0.28,0.25,0.35,0.58,0.86,0.5,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,chairs_upholstered_cloth,"empty chairs, upholstered with cloth cover",hard_furniture,upholstered_absorber,highly_absorptive,0.8267,0.74,pyroom,chairs_upholstered_cloth,0.44,0.6,0.77,0.89,0.82,0.7,0.7,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,chairs_heavy_upholstered,"heavily upholstered seats, unoccupied",hard_furniture,upholstered_absorber,highly_absorptive,0.83,0.825,pyroom,chairs_heavy_upholstered,0.7,0.76,0.81,0.84,0.84,0.81,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,chairs_medium_upholstered,"medium upholstered concert chairs, empty",hard_furniture,upholstered_absorber,highly_absorptive,0.8333,0.76,pyroom,chairs_medium_upholstered,0.49,0.66,0.8,0.88,0.82,0.7,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1274_faserabsorber_auf_geschlitztem_tr_ger_geschli,"12 / 3 — Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 12 mm, Schlitzanteil 20 %",hard_furniture,carpet_floor_absorber,highly_absorptive,0.7467,0.745,ptb,"PTB No. 1274: Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 12 mm, Schlitzanteil 20 %",0.17,0.4,0.63,0.85,0.76,0.73,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1275_faserabsorber_auf_geschlitztem_tr_ger_geschli,"12 / 3 — Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 12 mm, Schlitzanteil 20 %",hard_furniture,carpet_floor_absorber,highly_absorptive,0.85,0.825,ptb,"PTB No. 1275: Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 12 mm, Schlitzanteil 20 %",0.27,0.67,0.86,0.87,0.82,0.83,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1806_faserabsorber_tr_gerplatte_gerillt_und_perfor,"12/4 HR — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 12 mm, Nut 4 mm, freier Querschnitt 15 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.92,0.71,ptb,"PTB No. 1806: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 12 mm, Nut 4 mm, freier Querschnitt 15 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.31,0.8,0.96,1.0,0.78,0.64,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1805_faserabsorber_tr_gerplatte_gerillt_und_perfor,"12/4 M — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 12 mm, Nut 4 mm, freier Querschnitt 15 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.91,0.71,ptb,"PTB No. 1805: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 12 mm, Nut 4 mm, freier Querschnitt 15 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.32,0.83,0.94,1.0,0.77,0.65,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1804_faserabsorber_tr_gerplatte_gerillt_und_perfor,"13/3 M — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 13 mm, Nut 3 mm, freier Querschnitt 12 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.87,0.655,ptb,"PTB No. 1804: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 13 mm, Nut 3 mm, freier Querschnitt 12 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.34,0.85,0.9,0.99,0.72,0.59,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1809_faserabsorber_tr_gerplatte_perforiert_lochl_n,"16/16/6 — Faserabsorber, Trägerplatte perforiert, Lochlängsabstand 16 mm, Lochquerabstand 16 mm, Bohrung 6 mm, freier Querschnitt 11 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.7367,0.425,ptb,"PTB No. 1809: Faserabsorber, Trägerplatte perforiert, Lochlängsabstand 16 mm, Lochquerabstand 16 mm, Bohrung 6 mm, freier Querschnitt 11 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.65,0.92,0.96,0.76,0.49,0.36,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1808_faserabsorber_tr_gerplatte_perforiert_lochl_n,"16/16/8 — Faserabsorber, Trägerplatte perforiert, Lochlängsabstand 16 mm, Lochquerabstand 16 mm, Bohrung 8 mm, freier Querschnitt 19 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.8933,0.67,ptb,"PTB No. 1808: Faserabsorber, Trägerplatte perforiert, Lochlängsabstand 16 mm, Lochquerabstand 16 mm, Bohrung 8 mm, freier Querschnitt 19 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.62,0.93,1.0,0.9,0.76,0.58,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1276_faserabsorber_auf_geschlitztem_tr_ger_geschli,"22 / 3 — Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 22 mm, Schlitzanteil 20 %",hard_furniture,carpet_floor_absorber,highly_absorptive,0.72,0.62,ptb,"PTB No. 1276: Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 22 mm, Schlitzanteil 20 %",0.17,0.4,0.73,0.8,0.63,0.61,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1277_faserabsorber_auf_geschlitztem_tr_ger_geschli,"22 / 3 — Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 22 mm, Schlitzanteil 20 %",hard_furniture,carpet_floor_absorber,highly_absorptive,0.7833,0.655,ptb,"PTB No. 1277: Faserabsorber auf geschlitztem Träger, geschlitzte Sperrholzplatte mit hinterlegter Mineralfasermatte, Schlitzbreite 3 mm, Stegbreite 22 mm, Schlitzanteil 20 %",0.31,0.71,0.82,0.81,0.72,0.59,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1807_faserabsorber_tr_gerplatte_gerillt_und_perfor,"28/4 M — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 28 mm, Nut 4 mm, freier Querschnitt 7,5 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.7167,0.465,ptb,"PTB No. 1807: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 28 mm, Nut 4 mm, freier Querschnitt 7,5 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.65,0.93,0.93,0.72,0.5,0.43,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1800_faserabsorber_tr_gerplatte_gerillt_und_perfor,"4/4 M — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 4 mm, Nute 4 mm, freier Querschnitt 25 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.9733,0.905,ptb,"PTB No. 1800: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 4 mm, Nute 4 mm, freier Querschnitt 25 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.31,0.78,0.95,1.0,0.95,0.86,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
table_desk_counter,hard_furniture,ptb_1801_faserabsorber_tr_gerplatte_gerillt_und_perfor,"5/3 M — Faserabsorber, Trägerplatte gerillt und perforiert, Steg 5 mm, Nute 3 mm, freier Querschnitt 19 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",hard_furniture,wood_panel,highly_absorptive,0.9867,0.9,ptb,"PTB No. 1801: Faserabsorber, Trägerplatte gerillt und perforiert, Steg 5 mm, Nute 3 mm, freier Querschnitt 19 %, Akustikvlies 60 gr./ m² aufkaschiert, Mineralwollabsorber 30 mm 60 kg / m³ hinterlegt",0.31,0.76,0.98,1.0,0.96,0.84,0.0,Default to wood_panel. Use glass_reflective for glass table; metal/plastic only if explicit.
cabinet_shelf_wardrobe,hard_furniture,hard_object_wood_16mm,16 mm wood on 40 mm studs,hard_furniture,wood_panel,reflective,0.09,0.0733,pyroom,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,0.07,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,hard_object_plywood_thin,thin plywood panelling,hard_furniture,wood_panel,reflective,0.08,0.06,pyroom,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,hard_object_wood_1.6cm,"wood, 1.6 cm thick, on 4 cm wooden planks",hard_furniture,wood_panel,reflective,0.09,0.0733,pyroom,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,0.07,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0397_16_22_mm_wood_facing_tongue_and_groove_or_rab,16-22 mm wood facing (tongue-and-groove or rabbeted) on frame over 50 mm cavity filled with mineral wool,hard_furniture,porous_fiber_absorber,reflective,0.09,0.0733,ptb,PTB No. 397: 16-22 mm wood facing (tongue-and-groove or rabbeted) on frame over 50 mm cavity filled with mineral wool,0.25,0.15,0.1,0.09,0.08,0.07,0.07,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0399_22_mm_chipboard_50_mm_cavity_filled_with_mine,"22 mm chipboard, 50 mm cavity filled with mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0533,0.05,ptb,"PTB No. 399: 22 mm chipboard, 50 mm cavity filled with mineral wool",0.12,0.04,0.06,0.05,0.05,0.05,0.05,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0400_3_4_mm_asbestos_or_plywood_sheets_75_mm_cavit,"3-4 mm asbestos or plywood sheets, >75 mm cavity with 25-50 mm mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0667,0.05,ptb,"PTB No. 400: 3-4 mm asbestos or plywood sheets, >75 mm cavity with 25-50 mm mineral wool",0.5,0.3,0.1,0.05,0.05,0.05,0.05,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0401_4_mm_asbestos_or_plywood_boards_fastened_at_r,"4 mm asbestos or plywood boards fastened at random intervals (at least 0.4 * 0.6 m), over 75 mm cavity with 25 mm mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0667,0.05,ptb,"PTB No. 401: 4 mm asbestos or plywood boards fastened at random intervals (at least 0.4 * 0.6 m), over 75 mm cavity with 25 mm mineral wool",0.55,0.3,0.1,0.05,0.05,0.05,0.05,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0355_holz_1_6cm_dick_auf_4_cm_holzlatten,"Holz, 1,6cm dick, auf 4 cm Holzlatten",hard_furniture,wood_panel,reflective,0.09,0.075,ptb,"PTB No. 355: Holz, 1,6cm dick, auf 4 cm Holzlatten",0.18,0.12,0.1,0.09,0.08,0.07,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0358_holzboden_fest_auf_untergrund,"Holzboden, fest auf Untergrund",hard_furniture,wood_panel,reflective,0.0567,0.06,ptb,"PTB No. 358: Holzboden, fest auf Untergrund",0.04,0.04,0.05,0.06,0.06,0.06,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0357_holzdecke_glatt_und_ohne_risse,"Holzdecke, glatt und ohne Risse",hard_furniture,wood_panel,reflective,0.0633,0.06,ptb,"PTB No. 357: Holzdecke, glatt und ohne Risse",0.28,0.1,0.07,0.06,0.06,0.06,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0359_holzdielen_auf_hohlraum,Holzdielen auf Hohlraum,hard_furniture,wood_panel,reflective,0.0767,0.06,ptb,PTB No. 359: Holzdielen auf Hohlraum,0.15,0.12,0.1,0.07,0.06,0.06,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0368_holzspanplatte_1250_x_3125_x_16_mm_typ_fp_y_n,"Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % d",hard_furniture,porous_fiber_absorber,reflective,0.0,0.01,ptb,"PTB No. 368: Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % d",0.38,0.11,0.0,0.0,0.0,0.01,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0369_holzspanplatte_1250_x_3125_x_16_mm_typ_fp_y_n,"Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, leer",hard_furniture,wood_panel,reflective,0.01,,ptb,"PTB No. 369: Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, leer",0.27,0.07,0.01,0.0,0.0,0.0,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0371_holzspanplatte_1250_x_3125_x_25_mm_typ_fp_y_n,"Holzspanplatte, 1250 x 3125 x 25 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 15,5 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, leer",hard_furniture,wood_panel,reflective,0.03,,ptb,"PTB No. 371: Holzspanplatte, 1250 x 3125 x 25 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 15,5 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, leer",0.2,0.05,0.03,0.0,0.0,0.0,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0372_holzspanplatte_1250_x_3125_x_8_mm_typ_fp_y_na,"Holzspanplatte, 1250 x 3125 x 8 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 5 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % der",hard_furniture,porous_fiber_absorber,reflective,0.02,0.06,ptb,"PTB No. 372: Holzspanplatte, 1250 x 3125 x 8 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 5 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % der",0.38,0.23,0.02,0.0,0.0,0.06,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,chairs_unoccupied_plastic,unoccupied plastic chairs,hard_furniture,upholstered_absorber,semi_reflective,0.2,0.2333,pyroom,chairs_unoccupied_plastic,0.06,0.1,0.1,0.2,0.3,0.2,0.2,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0402_22_100_mm_boards_with_10_mm_gaps_over_50_mm_c,"22 * 100 mm boards with 10 mm gaps, over 50 mm cavity with glass mat in front of mineral wool",hard_furniture,carpet_floor_absorber,semi_reflective,0.2667,0.0833,ptb,"PTB No. 402: 22 * 100 mm boards with 10 mm gaps, over 50 mm cavity with glass mat in front of mineral wool",0.05,0.25,0.6,0.15,0.05,0.1,0.1,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0398_6_mm_wood_fibre_board_on_laths_cavity_100_mm,"6 mm wood fibre board on laths, cavity >100 mm deep",hard_furniture,porous_fiber_absorber,semi_reflective,0.1167,0.05,ptb,"PTB No. 398: 6 mm wood fibre board on laths, cavity >100 mm deep",0.3,0.2,0.2,0.1,0.05,0.05,0.05,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_1286_deckenverkleidung_aus_5_mm_dickem_sperrholzde,"ESO MODULATOR 22/3 — Deckenverkleidung aus 5 mm dickem Sperrholzdeck, rückseitig versteift mit Stegen aus 2,5 mm dicken, 16 mm hohen Holzstreifen. Dahinter: 40 mm Mineralwolle 0,6 kg/m^2",hard_furniture,wood_panel,semi_reflective,0.1233,0.15,ptb,"PTB No. 1286: Deckenverkleidung aus 5 mm dickem Sperrholzdeck, rückseitig versteift mit Stegen aus 2,5 mm dicken, 16 mm hohen Holzstreifen. Dahinter: 40 mm Mineralwolle 0,6 kg/m^2",0.54,0.23,0.13,0.12,0.12,0.18,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_1287_deckenverkleidung_aus_5_mm_dickem_sperrholzde,"ESO MODULATOR 22/3 — Deckenverkleidung aus 5 mm dickem Sperrholzdeck, rückseitig versteift mit Stegen aus 2,5 mm dicken, 16 mm hohen Holzstreifen. Dahinter: 40 mm Mineralwolle 0,6 kg/m^2",hard_furniture,wood_panel,semi_reflective,0.1067,0.105,ptb,"PTB No. 1287: Deckenverkleidung aus 5 mm dickem Sperrholzdeck, rückseitig versteift mit Stegen aus 2,5 mm dicken, 16 mm hohen Holzstreifen. Dahinter: 40 mm Mineralwolle 0,6 kg/m^2",0.58,0.27,0.13,0.1,0.09,0.12,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_2561_plattenabsorber_holzwolleplatten_unpor_se_hol,"Mikropor ST (1981) — Plattenabsorber, Holzwolleplatten, unporöse Holzspan-Deckschicht, Mikroporfolie mit Lackschicht",hard_furniture,wood_panel,semi_reflective,0.1167,0.13,ptb,"PTB No. 2561: Plattenabsorber, Holzwolleplatten, unporöse Holzspan-Deckschicht, Mikroporfolie mit Lackschicht",0.28,0.22,0.14,0.09,0.12,0.14,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0447_plywood_panel_3_8_in,"Plywood panel, 3/8-in",hard_furniture,wood_panel,semi_reflective,0.12,0.105,ptb,"PTB No. 447: Plywood panel, 3/8-in",0.28,0.22,0.17,0.09,0.1,0.11,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0354_plywood_paneling_1_cm_thick,"Plywood paneling, 1 cm thick",hard_furniture,wood_panel,semi_reflective,0.12,0.105,ptb,"PTB No. 354: Plywood paneling, 1 cm thick",0.28,0.22,0.17,0.09,0.1,0.11,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0361_sperrholzplatten_6_mm_10_cm_hohlraum,"Sperrholzplatten, 6 mm / 10 cm Hohlraum",hard_furniture,wood_panel,semi_reflective,0.1,0.07,ptb,"PTB No. 361: Sperrholzplatten, 6 mm / 10 cm Hohlraum",0.6,0.35,0.15,0.08,0.07,0.07,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0389_sperrholzplatten_6_mm_dick_4_2_kg_m_pr_ffl_ch,"Sperrholzplatten, 6 mm dick, 4,2 kg / m², Prüffläche 3180 x 3180 mm, Lattung 25/50 mm, Wandabstand 100 mm, Luftraum vollständig aufgefüllt mit Mineralfaserplatten, 100 kg / m³, 20 Rayl/cm",hard_furniture,porous_fiber_absorber,semi_reflective,0.1033,0.065,ptb,"PTB No. 389: Sperrholzplatten, 6 mm dick, 4,2 kg / m², Prüffläche 3180 x 3180 mm, Lattung 25/50 mm, Wandabstand 100 mm, Luftraum vollständig aufgefüllt mit Mineralfaserplatten, 100 kg / m³, 20 Rayl/cm",0.59,0.36,0.18,0.08,0.05,0.08,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_0449_sylvatone_venables_wood,Sylvatone - Venables (wood),hard_furniture,wood_panel,semi_reflective,0.2,0.29,ptb,PTB No. 449: Sylvatone - Venables (wood),0.17,0.32,0.29,0.16,0.15,0.29,0.43,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_2565_plattenabsorber_oberfl_che_mit_geschlossener,"Variantex 09 (1981) — Plattenabsorber, Oberfläche mit geschlossener, kunstharzgebundener Folie, matte getupfte Lackauflage",hard_furniture,carpet_floor_absorber,semi_reflective,0.11,0.085,ptb,"PTB No. 2565: Plattenabsorber, Oberfläche mit geschlossener, kunstharzgebundener Folie, matte getupfte Lackauflage",0.32,0.31,0.16,0.1,0.07,0.1,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
cabinet_shelf_wardrobe,hard_furniture,ptb_2566_plattenabsorber_oberfl_che_mit_geschlossener,"Variantex 09 (1981) — Plattenabsorber, Oberfläche mit geschlossener, kunstharzgebundener Folie, matte getupfte Lackauflage",hard_furniture,carpet_floor_absorber,semi_reflective,0.1233,0.1,ptb,"PTB No. 2566: Plattenabsorber, Oberfläche mit geschlossener, kunstharzgebundener Folie, matte getupfte Lackauflage",0.41,0.16,0.14,0.12,0.11,0.09,0.0,Default to wood_panel or thin_panel_resonant. Bookshelf can use higher scattering outside this absorption table.
